filename,starcoder2-3B-2000beg,starcoder2B-2000end,starcoder2B-2000mid
SAS,44.213331790560005,42.46902111152,39.20312470984
SCSS,13.46769636352,12.64524400034,12.30591375928
SELinux Policy,59.81842251508,51.16232267736,49.46670695412
SMT,55.03984654208,52.47353097135999,51.055297251119995
SPARQL,29.34113796004,28.00506480268,24.34816352856
SQF,28.59959506904,29.988460232679998,23.71649711456
SQL,199.38574155828002,181.27222807876,175.18262200492
SQLPL,92.00419459512,77.87112959203999,76.55814687368
SRecode Template,14.31274534452,11.67180160484,12.36175865528
SSH Config,89.13393353312,78.52295871204,76.05626591868
STAR,99.19838718956,41.43256590552,40.08360938484
STON,102.51737050364,100.20568994338,87.07828881896
SWIG,48.872352258999996,39.804630818519996,39.426062353839995
Sage,15.49379192452,12.000025337339999,13.75593141028
SaltStack,85.05916189612,84.38111515904,73.46408907568
Sass,13.70112683052,13.99664126734,12.08848589228
Scala,97.22349449064001,99.44035930138,92.56320072396
Scaml,14.15186710052,15.01188480234,13.11833098328
Scenic,58.61124928008,60.18772195235999,49.81692436512
Scheme,54.25586492708,52.37303085936,48.74258923412
Scilab,48.43189171156,36.574289073520006,36.69723222584
ShaderLab,42.11189849956,43.73947448702,39.20167313084
Shell,807.6303421526,710.6730611252,723.4789839044
ShellCheck Config,14.40687365452,12.69145947334,11.80176188428
ShellSession,46.909759013,37.94375841502,36.79428435684
Shen,42.02868113356,40.05266199202,39.69482208084
Sieve,161.03779169172,146.07642950674,137.32290516608
Simple File Verification,31.629982194039997,29.509660085679997,24.89763145056
Singularity,13.382615961519999,14.21722994434,11.62073623328
Slash,14.54295962952,13.529190567339999,12.19740113328
Slice,41.03498164456,40.58281478502,40.90133382784
Slim,13.55878626552,14.16367843534,11.52496836728
Slint,43.38943314656,43.75394449202,36.85080503084
SmPL,18.23111452352,13.26239873234,12.23660625228
Smali,104.25673165564,95.72657068438,93.27339633296
Smalltalk,149.9288930222,133.1898057124,125.0381940318
Smithy,13.42285027352,13.47075654134,11.87821483128
Snakemake,57.00375910308,56.160837097359995,55.24658866112
Soong,14.38593106952,14.95896904334,12.41712122228
SourcePawn,41.52694810656,37.62145241052,37.465623703839995
Squirrel,13.09264479152,13.55459567234,13.36745554728
Stan,43.24166568356,42.75454106101999,35.98604280984
Standard ML,78.91099759,64.46890523120001,66.6250395754
Starlark,168.41868670172,140.20327625674,134.32195394508
Stata,103.96298845764001,92.93346050737999,83.35212525396
StringTemplate,13.51556402752,13.15647026734,12.40491226128
Stylus,14.169410169,13.37691919284,12.53435214028
SubRip Text,15.30656999252,14.46558151984,12.83232805428
SugarSS,13.52671579252,12.54566279334,12.88515973128
SuperCollider,69.7686922146,67.4111462027,63.1741360864
Svelte,15.66222541752,14.940519072339999,12.88085722528
Sway,71.6304366736,76.4561530317,62.6895536364
Sweave,27.90072334304,26.18917210368,27.24873971556
Swift,621.43292239136,558.3764846221201,543.28487820304
SystemVerilog,61.51700434999999,54.40162181836,49.78059657812
TI Program,107.11712111764001,97.29055975838,87.02554143196
TL-Verilog,29.72606293904,26.55043383068,26.68529722656
TLA,27.61022311004,28.21181050268,23.280468928559998
TOML,101.69103296064,90.12954417388,88.65021154996
TSPLIB data,32.10388440304,28.11784541368,25.880819020559997
TSQL,62.196208537,53.079527858359995,51.39965222112
TSV,45.07475413956,40.964168035019995,38.38009096284
TSX,56.22853190008,50.95922680236,49.29234186812
TXL,13.88510715052,12.44211081684,12.87272537028
Tact,27.770498353039997,25.312240079680002,28.14998218956
Talon,30.68711294604,26.247522019679998,25.31502337456
Tcl,98.97966344464,98.53697327537999,92.49308724896
Tcsh,17.58974692352,14.04745986034,13.54215487828
TeX,100.16478977663999,89.07266743988001,93.23769539996
Tea,15.20120908252,13.07623563234,12.01563137328
Terra,41.16875331056,42.486332353019996,37.66775352184
Terraform Template,28.17964580604,27.941445461679997,24.76966796056
Texinfo,18.23047688252,13.597092524339999,12.55134310228
Text,378.24870396852,333.59730664184,333.63472067428
TextGrid,43.68851135656,41.50712353502,40.23790539084
TextMate Properties,13.40229540252,13.724270432339999,15.78642581528
Thrift,13.61059261252,14.014068804339999,12.43279794428
Toit,45.25708156856,42.47592332402,42.39598625184
Turing,55.29801991708,51.042473614360006,55.62304574112
Turtle,28.50160445404,27.48444748368,24.53018410156
Type Language,28.48331259704,26.895864441679997,26.280880274559998
TypeScript,87.58451296112,78.06130820403999,77.16599343368
TypeSpec,27.06191680604,25.457268336680002,27.86553231856
Typst,27.50763239404,25.05086424668,25.44286566856
Unity3D Asset,89.04460289312,85.33779591804,72.86123295368
Unix Assembly,55.94283781608,55.08428137535999,52.87414964912
Uno,42.75292848156,39.36808392952,39.79353413584
UnrealScript,26.733007307039998,33.16587764368,24.97997780156
UrWeb,28.15667717804,27.33091336868,27.03081842056
V,139.18301663,121.84331424906,117.34787876052
VBA,140.2123539252,138.3263398694,124.3910702898
VBScript,15.55996741052,17.050271913339998,12.26967671828
VCL,28.816650152039998,29.292366602679998,26.67896368556
VHDL,13.28568360152,13.96577226634,11.65376762928
Valve Data Format,15.49074414552,13.383639493339999,14.56111369728
Velocity Template Language,41.39627977256,42.15335885102,39.06344776084
Verilog,198.78502318328,179.16439462776,183.88841862792
Vim Help File,13.00232597152,14.35344915334,11.78705201128
Vim Script,133.09567597468,121.42592432005999,110.74006450552
Vim Snippet,32.34566670104,25.67826579268,24.06440129356
Visual Basic .NET,41.75844287756,40.359211766019996,37.94840991884
Visual Basic 6.0,161.51298805772,145.92717397674,135.45832311008
Volt,13.22366070352,13.60614061534,12.21538766428
Vue,29.277662063039998,25.101281164679996,25.16132557056
Vyper,74.6362917926,73.4372857867,64.3125158974
WDL,56.17466743808,52.55455928636,53.93489039612
WGSL,13.81643771852,12.64265013984,13.59097748328
Wavefront Material,60.45629194908,53.56549159536,50.52725986212
Wavefront Object,79.4009824696,68.3629191842,66.7349577354
Web Ontology Language,15.36340396052,12.50220159384,13.275244666279999
WebAssembly,87.24777404012,73.85727166204,75.06036061568
WebAssembly Interface Type,14.05781574852,13.46346620334,12.65671439928
WebIDL,30.25359313504,24.26856690868,24.45316814856
WebVTT,45.66567803356,41.17013265102,41.43492254884
Wget Config,15.71918820452,13.405320610339999,13.67380109928
Whiley,40.764220526559996,37.68958986352,44.75953754084
Wikitext,27.048367082040002,30.626938349679996,24.04083087056
Win32 Message File,12.80331866252,13.088316600339999,12.90068009428
Windows Registry Entries,14.35207833352,12.77438267834,13.10620246628
Witcher Script,28.12999164004,25.99580440268,25.34972503956
Wollok,34.053400795040005,31.621126730679997,24.39893096456
World of Warcraft Addon Data,41.52047807756,38.87865247052,37.26326608684
Wren,14.00286859352,12.89503059934,11.92162774128
X BitMap,15.79011311352,13.144863690840001,12.451568847279999
X Font Directory Index,60.165413114079996,55.72469908536,50.40782817912
X PixMap,28.293348457039997,27.62448817768,23.772606328560002
X10,263.56298444035997,236.39900823212,223.52004659504
XC,18.01580513252,11.986714127840001,12.55205546528
XCompose,14.13514280652,13.23059182734,12.19511203728
XML,1042.09841883096,1057.22423399982,897.56796423944
XML Property List,141.5725817832,125.6949838414,121.1305244268
XPages,29.322638618040003,28.633437956679998,25.87347905856
XProc,14.72462658452,11.49886361984,12.46023085928
XQuery,14.74526633152,13.64754981334,13.08462595028
XS,14.40781162252,13.70429314434,13.90309040228
XSLT,15.72332487152,12.64844812384,13.09141223528
Xojo,81.11648876012,76.00291487404,72.09946609368001
Xonsh,13.37645031852,14.93096972484,12.58746156028
Xtend,27.98652151404,24.34669250068,27.05543435056
YAML,234.11374574932,209.00501943243998,206.45454165548
YANG,13.83514179352,14.16371158434,12.877531489279999
YARA,42.58730975656,44.11008108702,35.67089162384
YASnippet,29.24019943,25.575097952679997,25.71562890956
Yacc,14.84459159452,13.21488797684,12.13925239728
Yul,27.477667447039998,26.185107543679997,24.30361193056
ZAP,13.21659893152,14.419258131840001,12.50751705728
ZIL,14.03956159552,13.285560716840001,12.68972828928
Zeek,45.29894299156,38.97180497052,41.68659846584
ZenScript,18.67191084552,12.79717908934,14.164571175279999
Zephir,26.12362743204,25.788404922679998,30.182303524559998
Zig,56.79125296908,59.53592100436,52.82581779612
Zimpl,14.18600451452,13.32061885084,12.499999946279999
cURL Config,13.68102934252,11.78148092184,11.77532552528
crontab,14.75684688952,14.579978475339999,11.66203552228
desktop,27.08939230104,24.04357165668,25.74438960456
dircolors,13.66289994952,13.36298266784,12.93714449228
eC,13.79077803852,14.05658292184,11.86432030228
edn,13.56932947952,13.50799987834,12.19563812328
fish,49.231402403560004,37.65993275552,36.02390952284
hoon,28.80727780804,28.23834499368,26.50103353856
iCalendar,29.76594477204,27.57718314068,24.75108724356
jq,30.304202738039997,28.29147067168,25.13705004156
kvlang,13.92284458652,15.69102695934,12.73730961528
mIRC Script,56.17490251908,52.76523649936,49.12544016212
mcfunction,13.59812510052,14.44653251234,12.52363659428
nanorc,47.23420142756,38.82252617602,36.58820665484
omnetpp-msg,49.129413099999994,40.187187639019996,39.478993775839996
omnetpp-ned,41.21014568756,38.40546128402,37.408524721839996
q,35.56251569804,27.798474174680003,28.712991247559998
reStructuredText,14.82585148952,13.612389069339999,12.04650114028
robots.txt,12.84447172952,14.37754386784,17.76654672728
sed,13.85177874352,17.94257693434,13.02993462928
templ,14.18205239252,12.72796299684,12.109381129279999
vCard,30.50435288204,24.34505395968,24.34270014656
wisp,14.01660712552,15.39117558534,11.35695025528
xBase,44.43170839656,45.49347001802,39.19406431184
