filename,linguist
TypeSpec,0.81986355116
Typst,0.82805659116
Unity3D Asset,2.38536107948
Unix Assembly,1.82870023732
Uno,1.18360488174
UnrealScript,0.79663828016
UrWeb,0.7886738921600001
V,3.68845574922
VBA,4.1504368488
VBScript,0.39053063458
VCL,0.7909900251599999
VHDL,0.39007412258
Valve Data Format,0.39017286058
Velocity Template Language,1.17873917574
Verilog,5.79414400112
Vim Help File,0.39145882258
Vim Script,3.58734217422
Vim Snippet,0.78920732216
Visual Basic .NET,1.19813497174
Visual Basic 6.0,4.50433884038
Volt,0.39273616358
Vue,0.7883779871600001
Vyper,1.9754887299
WDL,1.58250807732
WGSL,0.38952103558
Wavefront Material,1.56420357232
Wavefront Object,1.9833694539
Web Ontology Language,0.42218803758
WebAssembly,2.36586210948
WebAssembly Interface Type,0.39614713258
WebIDL,0.78983214716
WebVTT,1.18344277674
Wget Config,0.39698453358
Whiley,1.18328740174
Wikitext,0.78920896416
Win32 Message File,0.41144653158
Windows Registry Entries,0.39239982858
Witcher Script,0.78633103516
Wollok,0.80478582716
World of Warcraft Addon Data,1.2271525887399999
Wren,0.39894334558
X BitMap,0.39074840058
X Font Directory Index,1.58862658232
X PixMap,0.8116780451600001
X10,7.09729832044
XC,0.39235645058
XCompose,0.39989195758
XML,30.56448466334
XML Property List,4.0059906748
XPages,0.78854811816
XProc,0.39632344458
XQuery,0.39663094858
XS,0.40927213458
XSLT,0.39275688958
Xojo,2.36123750048
Xonsh,0.39305257658
Xtend,0.7867481441599999
YAML,6.35876913428
YANG,0.39139560558
YARA,1.17369204074
YASnippet,0.79018248316
Yacc,0.41087160358
Yul,0.79491266616
ZAP,0.39219138358
ZIL,0.40119910658
Zeek,1.19338842374
ZenScript,0.39842787958
Zephir,0.78954670216
Zig,1.5755837213200001
Zimpl,0.40069468558
cURL Config,0.40224096658
crontab,0.39465715258
desktop,0.78324422616
dircolors,0.39671991458
eC,0.39702828058
edn,0.39556346058
fish,1.17996644174
hoon,0.81656923016
iCalendar,0.78369906416
jq,1.1931021101600001
kvlang,0.39504545758
mIRC Script,1.62113501232
mcfunction,0.39730009358
nanorc,1.1904549227399999
omnetpp-msg,1.24634424374
omnetpp-ned,1.18523861974
q,0.81932465116
reStructuredText,0.39678462658
robots.txt,0.39563659258
sed,0.39668964557999997
templ,0.39158155158
vCard,0.82584245516
wisp,0.39942571758
xBase,1.19547617674
