filename,cloc,go-enry,guesslang,hyperpolyglot,linguist,magika,pygments-file-content,pygments-filename
BQN,0.42558721404,0.05614358452,5.11499158924,0.03189561232,0.91942647068,0.1520465962,0.5435491827600001,0.25906348396
Ballerina,1.0693341496,0.1298139218,12.6629148036,0.0777165603,2.2066806772,0.3874872505,1.1899717269,0.6504509064
Beef,0.6567141375600001,0.11219753528000001,7.69232425136,0.04879113298,1.4500028015200002,0.2484627453,0.8462835931400001,0.39589110344
Befunge,1.0680799586,0.1318962938,12.283877596700002,0.0732834933,3.4060815712,0.39669906650000003,1.3460142839000002,0.6359395064
Berry,0.42840373704,0.05346751652,5.11978761524,0.03222276232,0.9361106206800001,0.15489341820000002,0.46998834976000003,0.27089785696
BibTeX,0.42504980304,0.05544980252,5.24449234124,0.03396150532,0.88659041368,0.1719065722,0.60771082076,0.26118898696
Bicep,0.63460918256,0.08161414328,7.78940057436,0.04696853698,1.36398993852,0.22867990929999998,0.7301206911400001,0.38951738444
Bikeshed,0.42855299004,0.10148684552000001,5.167308695239999,0.032221349319999995,0.9931451186800001,0.1710103682,1.18867292376,0.26478459896
BitBake,1.28698571912,0.16363861556,15.777459048719999,0.09465489996,3.22157973404,0.4617969196,1.4624343952800003,0.80212043688
Blade,0.42768995704,0.050825264519999996,5.12140718224,0.033710535320000005,0.8973961956800001,0.1507634142,0.4115182137600001,0.26098078396
BlitzBasic,0.63702206456,0.08498048327999999,7.582721703359999,0.04653136798,1.41813983252,0.22650996830000003,0.7223961451400001,0.40013451144
BlitzMax,0.21253633452,0.02616656276,2.4557195671199996,0.01474201366,0.45702435084000004,0.08155297310000001,0.23056361638000003,0.13158837548
Bluespec,0.44267812004,0.05004598652,4.94910446128,0.03145910332,0.87363686768,0.16329030020000002,0.4811702507600001,0.25411769196
Bluespec BH,0.86033940608,0.12348232004000001,10.215957531479999,0.062158931640000005,1.8866200293600002,0.3523343344,0.89873659652,0.51866416392
Boogie,0.64081787656,0.07722972028,7.44953022136,0.046371427980000005,1.3406823465200002,0.24711272230000003,0.7696382031400001,0.39555187944
Brainfuck,1.0731829656,0.1469805198,12.927238747599999,0.0794644963,2.5895508792,0.43953862250000003,0.9499185489000002,0.6594542654
BrighterScript,0.63895748856,0.08817294028,7.73358762436,0.046814321980000004,1.3784032585200001,0.25475504730000004,0.7337472841400001,0.39529084844
Brightscript,0.21476887252000001,0.02622223576,2.4959496781199997,0.01661024866,0.43773607784,0.0763476411,0.27400901038000003,0.13291824448
Browserslist,0.42580243504000004,0.05296037452,4.9058163512399995,0.030173652320000004,0.8635444136800001,0.1547310272,0.5128507007600001,0.26544514996
C,12.52733437516,1.66278111208,147.59311498596,0.92499466228,27.36970768672,4.5851862328,15.325297712040001,7.68983874184
C#,1.93539960268,0.25365317784,23.20639077608,0.14135844494,4.42217658856,0.7020388999,2.18024614542,1.25589468232
C++,11.815412205600001,1.6547223698,139.3348644516,0.8764598533,25.414927904200002,4.5249769835,14.997270571900001,7.3744037054
CAP CDS,1.0687289766,0.1255846868,13.083793149599998,0.0791152523,2.3476779412,0.4070087505,1.1330552689000002,0.6573581044
CIL,0.43070329404,0.052701596520000005,5.055891668239999,0.029627835320000004,0.89515076668,0.1770250932,0.5108633317600001,0.26257652095999995
CLIPS,0.42357876004000006,0.056433408520000006,5.00911092324,0.03019962432,0.9171454186800001,0.1771239212,0.48742475376000005,0.27195682495999995
CMake,1.49652659264,0.19633783432000002,17.81637927784,0.11056103162,3.1936749548800005,0.5416952097000001,1.6459216136600001,0.94076224036
